title_review,country,date,avp_badge,review_text
Awesome,Inde,22 septembre 2019,Achat vérifié,"

  Personally I like the product everything was good about the book...

"
Get It!,Canada,18 avril 2020,Achat vérifié,"

  Obviously great book!

"
Made a great gift Great value,Canada,1 janvier 2019,Achat vérifié,"

  Very fast delivery and book was a gift .Very surprised I even found one . Lucky

"
Book,Canada,15 novembre 2020,Achat vérifié,"

  Didn’t read. Was a gift

"
Inspiring,Inde,27 septembre 2019,Achat vérifié,"

  Beautifully and honestly written. Inspiration for everyone trying to succeed in their lives. Shows that humbleness and success can go hand in hand.

"
"Empfehlenswert, laut meiner Freundin ;)",Allemagne,6 janvier 2019,Achat vérifié,"

  Ich habe meiner Freundin dieses Buch zu Weihnachten gekauft. Sie freute sich super.Es kam ruckzuck an und sie sagt inhaltlich ist es sehr einfach und gut geschrieben. Sie liest es auf English.Sie kann es jeder Frau weiter empfehlen :)

"
Brilliant,Inde,1 juin 2020,Achat vérifié,"

  One of the best books out there!!

"
Must Read!,Inde,5 février 2019,Achat vérifié,"

  Great book! Nothing more to add. No spoilers....Buy it and read it for yourself!

"
Nothing,Canada,13 mars 2019,Achat vérifié,"

  Got this for my wife.  Not sure if she had a chance to readi it yet.

"
Bellissimo,Italie,6 octobre 2019,Achat vérifié,"

  Bellissimo Il libro è speciale lei

"
Me encantó!,Mexique,18 juin 2020,Achat vérifié,"

  El libro llegó en perfecto estado y es bastante interesante, lo leo todas las noches. Lo recomiendo!

"
Michelle muss man einfach lieben,Allemagne,16 février 2020,Achat vérifié,"

  Umwerfende Persönlichkeit, grossartige Biografie! Ich hab das Buch verschlungen!

"
Michelle Obama,Canada,26 décembre 2019,Achat vérifié,"

  Love her book interesting read

"
Absolutely great:),Allemagne,5 août 2019,Achat vérifié,"

  I bought it for my wife and she loved it so much that she did further research on Obama family. Great book:):)

"
Nice book to read,Inde,27 avril 2019,Achat vérifié,"

  Nice book to read. My daughter is reading it

"
easy to read,Allemagne,27 janvier 2019,Achat vérifié,"

  obwohl kein native speaker gut und flüssig zu lesen, eindeutige empfehlung.

"
Incredible!,Inde,14 janvier 2019,Achat vérifié,"

  I'm just 50 pages into it and am already loving it to bits. Hard to put it down.

"
A great human and American,Canada,13 janvier 2019,Achat vérifié,"

  This is a great book and one that Michelle Obama does not hold anything back. She lets us in on her life. I feel that I know the woman so much better than I did before. A great lady and America should embrace her as much as the rest of us do.

"
Excelente libro,Mexique,17 juin 2020,Achat vérifié,"

  El precio es excelente y la entrega aún mejor.

"
Must buy must read,Inde,16 septembre 2019,Achat vérifié,"

  Received book I. Good packaging n condition. Original packing and quality of paper is good.

"
Decent read,Canada,31 juillet 2019,Achat vérifié,"

  Exactly what I expected. Would purchase again.

"
.,Mexique,17 janvier 2020,Achat vérifié,"

  Cumple con expectativas

"
Quick delivery for a gift,Canada,12 janvier 2019,Achat vérifié,"

  My kids got this as a gift, delivery service was quick and they were happy to offer it to their mother.

"
Motivated...,Inde,26 septembre 2019,Achat vérifié,"

  Loved reading this book.. And the book was in super good condition..

"
Inspiring read for all time,Allemagne,23 mai 2019,Achat vérifié,"

  Captures the real essence of Michele Obama’s life, described in these three sections:Becoming me, Becoming us and Becoming More.  Depicts also the modern day USA, a small peep into some of the social challenges

"
Could not put this down....,Australie,13 février 2019,Achat vérifié,"

  Well worth the five stars most readers have given. Particularly enjoyed the first half.

"
Lovely book written by a lovely person,Canada,3 décembre 2018,Achat vérifié,"

  This book is so well written. Becoming is the perfect title and I couldn't recommend it more.

"
Excellent book.,Canada,6 juin 2020,Achat vérifié,"

  Very interesting read about a very down to earth and intelligent first lady.  Enjoyed it!

"
Becoming,Allemagne,1 mai 2019,Achat vérifié,"

  Very interesting Book , it tells the Story of 2 young Adults who fall in love and have a family, but also the sacrifice for carrier in his way becoming the President of United States. Becoming a Couple, becoming a family, becoming the First Family.

"
Inspirational,Australie,8 décembre 2018,Achat vérifié,"

  Draws you in, wise and funny. A must read for anyone defying stereotypes and expectations . Truly inspirational and empowered woman

"
Great story,Canada,31 janvier 2020,Achat vérifié,"

  Great story. Worth the read.

"
Such an interesting life,Australie,12 septembre 2019,Achat vérifié,"

  I don’t usually enjoy autobiographies and memoirs but I thoroughly enjoyed Michelle’s book.  So many interesting stories.  What an incredible journey she has been on.

"
Highly recommended,Inde,25 juillet 2020,Achat vérifié,"

  Worth gift for my wife. She enjoyed reading this Book. Each chapter narrated excellently by the author Mrs. Michelle Obama.

"
Love it!,Canada,27 novembre 2019,Achat vérifié,"

  I love this book! Very interesting lives!

"
Easy reading. Love the book.,Canada,18 janvier 2019,Achat vérifié,"

  Just started reading and love how easy it is to read and comprehend. It’s a storybook not written like a documentary. I was reminded of my childhood back in the 70’s, brought back very happy memories. 💕💕

"
"When they go low, we go high",Canada,30 mai 2020,Achat vérifié,"

  Class, elegance and real.

"
"She became, but she is not stopping",Australie,1 janvier 2019,Achat vérifié,"

  Beautiful book. Thank you Michelle! So inspiring, full of hope and optimism. Your work is remarkable. What you did with Obama is wonderful.

"
Becoming,Mexique,4 janvier 2019,Achat vérifié,"

  Una breve historia auténtica de una gran persona que trabajó y sigue trabajando por amor y con amor por su país. Una mujer extraordinaria y gran ejemplo para cualquier persona de cualquier edad, sexo, religión, etnia.

"
Good book to read but seems like I got second hand book.,Allemagne,9 décembre 2018,Achat vérifié,"

  I'd give this book full stars and I truly enjoyed reading it. Apart of that, what bothers me were the fact that the book is not new, the plastic wrap got ripped off and pages were folded, and a stained page.

"
One of the best books!,Inde,18 août 2019,Achat vérifié,"

  It is so inspiring!! One of the best books I've read. You can't miss out on Michelle Obama.The book arrived in very good condition. It's great.

"
No sólo es una biografía,Mexique,15 octobre 2020,Achat vérifié,"

  Es un muy buen libro, no sólo es una biografía de una mujer poderosa, es también un referente de lo que las mujeres podemos lograr. A pesar de ser largo es muy ameno

"
An excellent book!,Inde,13 mars 2019,Achat vérifié,"

  I advise everyone to read Michelle Obama's autobiography. It is heartwarming, frank and free and there are important lessons to draw from her story. Enjoy!

"
good book,Canada,13 janvier 2020,Achat vérifié,"

  wife loves it and was inspired

"
Autobiografía honrada.,Espagne,27 juillet 2019,Achat vérifié,"

  Autobiografía de Michelle Obama. Estilo ameno. Buena lectura.

"
Best gift ever.,Canada,8 décembre 2018,Achat vérifié,"

  My wife loves this book and has not put it down. Happy wife, happy life.

"
Loved it,Inde,22 juillet 2020,Achat vérifié,"

  It is written in a very beautiful yet simple way.Loved their storyVery inspiring.With such high position comes great responsibilities.

"
Unique,Italie,2 mars 2019,Achat vérifié,"

  One of the best book that i’ve ever read

"
You will be inspired,Canada,28 janvier 2019,Achat vérifié,"

  A great book that provided so much inspiration to me. It was so down to earth and relatable. It made me look into myself and want to aim higher and also get going on the things I want to get done. It was hard to put this book down!

"
Emotion,Canada,2 mai 2020,Achat vérifié,"

  It's more like self-emotion description,  not political promotion. But it is still very great. Worth reading. I recommend it. :)

"
Becoming -,Australie,10 juin 2019,Achat vérifié,"

  a very interesting read. Great learning the storey behind the First Lady and what it was like to be on the world stage for the whole world to see and have opinions

"
Buenísimo,Mexique,16 juin 2020,Achat vérifié,"

  Me encanto el libro!

"
gift for wife,Canada,28 décembre 2019,Achat vérifié,"

  my wife loved this book

"
Good reading,Canada,12 janvier 2019,Achat vérifié,"

  Great book but I don’t like computer reading would sooner have the author read there own books

"
Michelle Obama is wonderful,Canada,23 novembre 2020,Achat vérifié,"

  A must read . Great service from Adendorff

"
A candid glimpse into the life of a classy First Lady!,Canada,27 janvier 2019,Achat vérifié,"

  This book drew me in from the get go!  It made me laugh and cry.  I enjoyed the back scene look at life in the White House.  I also enjoyed the details about The Obama’s early life and how it shaped them into caring and compassionate people.

"
